,Unnamed: 0,REVIEW ID,SOURCE,REVIEW BY,REVIEW DATE,REVIEW MONTH,REVIEW YEAR,REVIEW SUBJECT,text,REVIEW RATING,REVIEW TYPE,text_translated,topic_LDA,topic_NMF
2426,2426,3859,Google + HK HILL,venky prasad,12/19/2016,December,2016,,Midday meals for govt schools kids,5,POSITIVE,midday meal govt school kid,0,0
2427,2427,4575,Facebook,Saheb Mandal,4/4/2017,April,2017,,Mind blowing experience .in a single word ..awesome.,5,POSITIVE,mind blowing experience single word awesome,2,2
2428,2428,5357,Google + HK HILL,Aniruddha Balwan,7/9/2017,July,2017,,Mind calming....,5,POSITIVE,mind calming,1,2
2429,2429,5594,Google + HK HILL,suresh raj,7/26/2017,July,2017,,Mind relief place and best atmosphere.,5,POSITIVE,mind relief place atmosphere,2,2
2430,2430,3658,Google + HK HILL,Kiran S,11/12/2016,November,2016,,Modern amenities used to spur up the spirituality,4,POSITIVE,modern amenity spur spirituality,0,0
2431,2431,4644,Trip Advisor,rajeev_0055,4/12/2017,April,2017,Modern temple that inspires new generation,Modern because it's clean and calm at the same time. One has to go early in the morning to see how calm it is. The Prasada they give is like the best which you won't get anywhere in the world plus it has that spiritual touch. Don't miss this at any cost,5,POSITIVE,modern clean calm time early morning calm prasada give world spiritual touch miss cost,3,2
2432,2432,4326,Google + HK HILL,Bikash Singh,2/13/2017,February,2017,,"Modern temple dedicated to Lord Krishna..food, market, books, animation movie (20 minute), laddu (Prasadam), availabl...",5,POSITIVE,modern temple dedicated lord krishnafood market book animation movie minute laddu prasadam availabl,1,0
2433,2433,3299,Trip Advisor,EslinX,8/23/2016,August,2016,Modern Temple,Modern temple present in Blore visited by thousands of people everyday. Temple looks very beautiful. The area is very big.,4,POSITIVE,modern temple present blore visited thousand everyday temple beautiful area big,3,0
2434,2434,3769,Google + HK HILL,hima varsh,11/30/2016,November,2016,,Modern temple with good marketing skills.,4,NEGATIVE,modern temple marketing skill,0,0
2435,2435,3584,Google + HK HILL,Naveen K,10/12/2016,October,2016,,Modern temple... Very well maintained..With mini theater playing cartoon series of Lord Krishna.. Food is very expens...,4,POSITIVE,modern temple maintainedwith mini theater playing cartoon series lord krishna food expens,3,0
2436,2436,5193,Google + HK HILL,Naveen K,6/18/2017,June,2017,,Modern temple... Very well maintained..With mini theater playing cartoon series of Lord Krishna.. Free Prasad is tasty.. Food is very expensive for the quantity and quality they offer..,4,POSITIVE,modern temple maintainedwith mini theater playing cartoon series lord krishna free prasad tasty food expensive quantity quality offer,0,0
2437,2437,3111,Google + HK HILL,Ashok Pon Kumar Sree Prakash,7/8/2016,July,2016,,Modernized form of temple. Different kind of experience.,5,POSITIVE,modernized form temple different kind experience,1,0
2438,2438,2793,Google + HK HILL,Shubham Singh,1/8/2016,January,2016,,Money minded temple. It's kinda shopping mall. Don't consider spirituality in it,4,POSITIVE,money minded temple kinda shopping mall consider spirituality,0,0
2439,2439,3536,Google + HK HILL,Shubham Chatterjee,9/30/2016,September,2016,,More best place in Bangalore,5,POSITIVE,place bangalore,2,4
2440,2440,2794,Google + HK HILL,Pavan Kotesh,1/9/2016,January,2016,,More commercial than religious,2,POSITIVE,commercial religious,0,2
2441,2441,5466,Trip Advisor,Vishant S,7/12/2017,July,2017,Tourist attraction,"More of a tourist attraction with plenty of options for eating, but you wont get the feeling of visiting temple since its more of commercial. Its more of tourists attraction rather than a temple",4,NEGATIVE,tourist attraction plenty option eating feeling visiting temple commercial tourist attraction temple,0,0
2442,2442,2773,Google + HK HILL,chandra kanth chandu,12/17/2015,December,2015,,More of business than divinity,5,POSITIVE,business divinity,0,0
2443,2443,5561,Google + HK HILL,Nikhil Patil,7/23/2017,July,2017,,"More of commercialized place and less of a temple. They have designed darshanam path in a way where you get darshanam in 10 mins but after that you will keep roaming between their market for half an hour where you will get almost everything like food, religious books, appears etc. And everything is costly.",3,NEGATIVE,commercialized place temple designed darshanam path darshanam min roaming market half hour food religious book appears costly,0,2
2444,2444,5523,Google + HK HILL,Nikhil Patil,7/20/2017,July,2017,,"More of commercialized place and less of a temple. They have designed darshanam path in a way where you get darshanam in 10 mins but after that you will keep rotating between their market for half an hour where you will get almost everything like food, religious books, appears etc.",3,NEGATIVE,commercialized place temple designed darshanam path darshanam min rotating market half hour food religious book appears,0,2
2445,2445,434,Trip Advisor,SPACHHAI,11/10/2014,November,2014,Quick serve,"more quick than KFC or McDO , its place to have a clean and good food try Jalevi , very crunchy which i had a very liked it",4,MIXED,quick kfc mcdo place clean food jalevi crunchy,0,2
2446,2446,1132,Trip Advisor,ayyappa007,2/18/2015,February,2015,Richmen Temple!!,"More than a divinity of this holy place, it has just become a tourist attraction of Bengaluru.. If u have an idea to purchase anything then it is not affordable for alow/mid/hid-mid class people..",2,NEGATIVE,divinity holy place tourist attraction bengaluru u idea purchase affordable alowmidhidmid class,0,2
2447,2447,2646,Trip Advisor,thiyags-blr,3/15/2016,March,2016,Iskcon,More than a temple it's pure commercial place. Just can visit once. Nothing attached to pilgrimage value.,3,NEGATIVE,temple pure commercial place visit attached pilgrimage value,0,4
2448,2448,5341,Google + HK HILL,Praveen B,7/7/2017,July,2017,,"More than a temple, It has become a tourist attraction in Bangalore, Nice and Neat temple with lot of options for shopping as well, Nice food stall also",4,POSITIVE,temple tourist attraction bangalore nice neat temple lot option shopping nice food stall,0,3
2449,2449,5350,Google + HK HILL,Punith Cr,7/8/2017,July,2017,,More than divinity it looks like a shooping centre..,1,NEGATIVE,divinity shooping centre,2,0
2450,2450,2538,Trip Advisor,battuvp248,1/17/2016,January,2016,Temple looks awesome but its too much commercialization,"More than lord krishna, i could remember only pav bhajji, samosa center, shopping centers,etc.. i would say they should stop commercializing iskcon temple. I dont recommend for people to go if they are planning for peace of mind, just go if you are planning for any shopping and eating",2,MIXED,lord krishna remember pav bhajji samosa center shopping centersetc stop commercializing iskcon temple recommend planning peace mind planning shopping eating,3,0
2451,2451,5477,Trip Advisor,starmahesh,7/17/2017,July,2017,Nice temple but more or less like a mall,More then the temple there's lot of shopping goes on in the temple premises ... parking expensive and every point they try to make money out there and Prasadam is the best thing here,2,NEGATIVE,temple lot shopping temple premise parking expensive point make money prasadam,0,0
2452,2452,4140,Trip Advisor,Khushboo1512,1/29/2017,January,2017,one should visit,morning aarti of iskon temple made our day very with holy sprite and full of positivity. . prasad they served is very good,4,POSITIVE,morning aarti iskon temple made day holy sprite full positivity prasad served,1,0
2453,2453,4182,Google + HK HILL,Nilanjana Datta,1/28/2017,January,2017,,Most amazing place !! Experience peace and divinity here !!,5,POSITIVE,amazing place experience peace divinity,2,2
2454,2454,2752,Google + HK HILL,Ritika Bissa,11/12/2015,November,2015,,Most amazing place.. best centre for devotional services..,5,POSITIVE,amazing place centre devotional service,2,2
2455,2455,2136,Trip Advisor,HARAGOPAL,6/27/2015,June,2015,Excellent place to visit,"Most attractive deities in a beautiful and serene location, ISKCON temple MUST BE VISITED. DO NOT MISS the food in the attached restaurant. Lot of parkind place and Well maintained rooms for Life members .",5,POSITIVE,attractive deity beautiful serene location iskcon temple visited miss food attached restaurant lot parkind place maintained room life member,3,0
2456,2456,2373,Trip Advisor,tnJai A,3/19/2016,March,2016,"Hare Rama Hare Rama, Rama Rama Hare Hare..Hare Krishna Hare Krishna,Krishna Krishna Hare?",Most beautiful and peaceful place...A person has to visit in his life time..Great Devotee job by Mr Nadiya Vihari Dasa..and also Mr Srivas Gaura Dasa?,5,POSITIVE,beautiful peaceful placea person visit life timegreat devotee job mr nadiya vihari dasaand mr srivas gaura dasa,2,4
2457,2457,5601,Google + HK HILL,Krishna Agarwal,7/28/2017,July,2017,,Most beautiful thing you would ever see in life,5,POSITIVE,beautiful life,2,0
2458,2458,3530,Google + HK HILL,Kumar aishwary,9/24/2016,September,2016,,Most frod folk guide and administrator r here at the time of leaving they told to refund money till 7 day no refund r...,1,NEGATIVE,frod folk guide administrator r time leaving told refund money till day refund r,0,0
2459,2459,4452,Google + HK HILL,Payal Panda,3/14/2017,March,2017,,Most Peaceful and Best Place in Bangalore.,5,POSITIVE,peaceful place bangalore,2,2
2460,2460,5195,Google + HK HILL,Ramachandra Rao Voolla,6/18/2017,June,2017,,Most peaceful and holy place to visit.,5,POSITIVE,peaceful holy place visit,2,2
2461,2461,406,Trip Advisor,anand_ag121,10/28/2014,October,2014,One and only thing. Peace.,Most peaceful place for me in Bangalore. Whenever I feel low I visit ISKCON and I'm all good in a few hours. Mainly because this place is so divine and situated on a hill. The breeze will have a refreshing effect on anybody going to ISKCON. Visited July 2014,5,POSITIVE,peaceful place bangalore feel low visit iskcon im hour place divine situated hill breeze refreshing effect iskcon visited july,2,4
2462,2462,4733,Facebook,Ramakrishnan Srinivasan,4/23/2017,April,2017,,Most updated. Keep it up. We have also personally visited and could not spend more time. But from the site we could see what we missed.,5,POSITIVE,updated personally visited spend time site missed,0,0
2463,2463,4534,Trip Advisor,Deepashree S,3/25/2017,March,2017,,Mostly popular as a tourist destination. Nice place and worth visiting once.,4,POSITIVE,popular tourist destination nice place worth visiting,0,3
2464,2464,5267,Google + HK HILL,swapnil kotwal,6/25/2017,June,2017,,Motichur Laddoos & coconut haligo are good,5,POSITIVE,motichur laddoos coconut haligo,0,0
2465,2465,3360,Trip Advisor,abhi2103,9/6/2016,September,2016,Amazing Resplendence but..,"Much like most other ISCKON temples, the grandeur of the temple is nothing short of mesmerizing. One can sit and keep adoring the beauty all day. Te inside of the main temple is breath-taking and stunning. There is however something that I don't like about it is the way it is deliberately given an angle of a shopping center with limitless merchandises that one can buy. It is really commercialized, if you will! Other than which, there is really no ticket to visit the temple. It is located right by the Orion mall so while you are there, it is certainly worth your time unless you are an atheist. There is also a nice restaurant right behind the temple - Higher Taste - that one must try out for a finger licking dining experience!",4,MIXED,isckon temple grandeur temple short mesmerizing sit adoring beauty day te inside temple breathtaking stunning deliberately angle shopping center limitless merchandise buy commercialized ticket visit temple located orion mall worth time atheist nice restaurant temple higher taste finger licking dining experience,0,0
2466,2466,385,Trip Advisor,Prateek B,12/10/2014,December,2014,Must go,Must go place in Bangalore. Temple located on hill . Great peace. And beautiful view of city in night. Evening aarti is a pleasure and peaceful to watch.,5,POSITIVE,place bangalore temple located hill great peace beautiful view city night evening aarti pleasure peaceful watch,2,2
2467,2467,5044,Google + HK HILL,Prasad Kumar Vetcha,5/30/2017,May,2017,,Must see,5,POSITIVE,,0,0
2468,2468,1763,Trip Advisor,Raghuraman C,12/29/2014,December,2014,Great place,"Must see for all travellers.. Awesome darshan of the Lord..Very well organized and a great place for Krishna devotees.. Ample car parking, lots of stalls..",4,POSITIVE,traveller awesome darshan lordvery organized great place krishna devotee ample car parking lot stall,1,2
2469,2469,384,Trip Advisor,Subhrasankar,12/10/2014,December,2014,Great Place,Must see if you are travelling to Bangalore for the first time. One of the tourist attraction of Bangalore,5,POSITIVE,travelling bangalore time tourist attraction bangalore,3,4
2470,2470,4093,Trip Advisor,Bacinac,1/21/2017,January,2017,Must see,Must see location. Religious site so tourists need to behave and be respectful but it's very nice experience. Shoes need to be removed so there is a lot of barefoot walking...not for everyone.,5,POSITIVE,location religious site tourist behave respectful nice experience shoe removed lot barefoot walkingnot,0,3
2471,2471,929,Trip Advisor,sushant r,5/18/2015,May,2015,Great,Must see. Its good to visit ISKON bangalore. Its well maintained place. Myself and my family liked it.,5,POSITIVE,visit iskon bangalore maintained place family,2,4
2472,2472,4219,Google + HK HILL,Abhishek Tiwari,2/7/2017,February,2017,,Must Visit,5,POSITIVE,visit,2,4
2473,2473,2925,Google + HK HILL,kanhaiya,6/8/2016,June,2016,Na,"Must visit ,nice place",5,POSITIVE,visit nice place,2,3
2474,2474,147,Google + HK HILL,Abhinav Mishra,7/7/2014,July,2014,,Must visit at least once if you are in bangalore.,5,POSITIVE,visit bangalore,3,4
2475,2475,847,Trip Advisor,namratavc,5/29/2015,May,2015,good,must visit atleast one time if you are in bangalore. It gets crowded especially on festivals and you may have to wait in long queue.,3,POSITIVE,visit atleast time bangalore crowded especially festival wait long queue,1,4
2476,2476,5227,Trip Advisor,RMK_Sharma,6/22/2017,June,2017,Peaceful place,"Must visit for peace..place for all.family with elders & Kids,friends, Relatives.In crowd also you find peace.",5,POSITIVE,visit peaceplace allfamily elder kidsfriends relativesin crowd find peace,0,4
2477,2477,5361,Google + HK HILL,Kiran Kumar Kandula,7/9/2017,July,2017,,"Must visit Hindu temple in Bangalore. It is well disciplined, peaceful and clean temple.",5,POSITIVE,visit hindu temple bangalore disciplined peaceful clean temple,0,4
2478,2478,3600,Google + HK HILL,Veena M,10/19/2016,October,2016,,Must visit if you are a devotee of lord Krishna. Decent place to hang out with friends and family.,5,POSITIVE,visit devotee lord krishna decent place hang friend family,2,2
2479,2479,2670,Trip Advisor,manish_jain1607,4/12/2016,April,2016,Beautiful Spiritual Place,Must Visit if you are in Bangalore. Visit during evening time (Aarti) you will feel totally different. Beautifully made.,5,POSITIVE,visit bangalore visit evening time aarti feel totally different beautifully made,2,4
2480,2480,4101,Trip Advisor,Monika A,1/24/2017,January,2017,Clean and beautiful,"Must visit in Bangalore trip. Nice and clean ,can sit and meditate. Small snick snacks are available inside temple which can be bought as souvenirs.",5,POSITIVE,visit bangalore trip nice clean sit meditate small snick snack available inside temple bought souvenir,1,4
2481,2481,529,Trip Advisor,Ani_Gartia,9/4/2013,September,2013,Best architectural temple!,Must Visit in Bangalore. One of the biggest and most beautiful temples. Feels like the stairs rise up to the lord's abode. Chant the lord's sloka 108 times in the temple. Various avatars of Lord Krishna come alive int he temple. Pure veg food and meals served at cafeteria. Cakes etc also available for occasions (pure veg). No long queues. Very peaceful and serene.,5,POSITIVE,visit bangalore biggest beautiful temple feel stair rise lord abode chant lord sloka time temple avatar lord krishna alive int temple pure veg food meal served cafeteria cake available occasion pure veg long queue peaceful serene,1,0
2482,2482,4077,Trip Advisor,Satyanarayana P,1/16/2017,January,2017,Lord Krishna's abode,Must visit place for all visitors of Bangalore. No restrictions for based on religion or culture. Anybody can visit and pray to the GOD. Wonderful Architecture and well maintained.,5,POSITIVE,visit place visitor bangalore restriction based religion culture visit pray god wonderful architecture maintained,2,4
2483,2483,4158,Trip Advisor,ChawlaDheeraj,2/1/2017,February,2017,Nice ambiance buy choose your day right,Must visit place for Krishna devotees. Nice big hall and puja area. Tends to get over crowded on weekends and especially Aarti time. Difficult with small kids. Queues are pretty long on sacred days. Food is okay.,4,POSITIVE,visit place krishna devotee nice big hall puja area crowded weekend especially aarti time difficult small kid queue pretty long sacred day food,1,3
2484,2484,2653,Trip Advisor,chandru_BLR,3/16/2016,March,2016,Iskcon,Must visit place for tourists. In the center of city. Peaceful atmosphere. You have temple run canteen too.,4,MIXED,visit place tourist center city peaceful atmosphere temple run canteen,0,2
2485,2485,5218,Google + HK HILL,Subrat Das,6/21/2017,June,2017,,Must visit place if you are in Bangalore. Ambiance is electric and contagious specially when rendering of kiratns happen,5,POSITIVE,visit place bangalore ambiance electric contagious specially rendering kiratns happen,0,4
2486,2486,3706,Google + HK HILL,Ravi Naik,11/20/2016,November,2016,,Must visit place In Bangalore for spiritual progress,5,POSITIVE,visit place bangalore spiritual progress,2,4
2487,2487,3204,Trip Advisor,Santosh J,7/28/2016,July,2016,ISKCON,"Must visit place in Bangalore visit, good place to visit with parents and relatives. Very calm and clean temple maintained by westerns, you will listen chants of Hare krishna hare rama all over the temple. The prasada is very tasty specially that Pongal, you have some shops for shopping and you will get different kinds of food stalls. I started visiting this temple from 2010.",4,POSITIVE,visit place bangalore visit place visit parent relative calm clean temple maintained western listen chant hare krishna hare rama temple prasada tasty specially pongal shop shopping different kind food stall started visiting temple,0,4
2488,2488,5465,Trip Advisor,Biswajit H,7/12/2017,July,2017,Nice place,"Must visit place in bangalore, divine place. Well maintained, organised, peaceful place. Ideal for family outings",4,POSITIVE,visit place bangalore divine place maintained organised peaceful place ideal family outing,2,2
2489,2489,3139,Trip Advisor,Sridhar A,7/13/2016,July,2016,Must Visit,Must visit place in Bangalore. Don't miss the temple look from outside in lights after 6-7PM. Bit negative is it will look commercial once completed the krishna Darshan and entered to shopping area.,5,POSITIVE,visit place bangalore miss temple light 7pm bit negative commercial completed krishna darshan entered shopping area,0,4
2490,2490,603,Trip Advisor,Prinche,5/24/2013,May,2013,"Devotion, Love and Peace","Must visit place in Bangalore. Hare rama hare krishna melody will go on all around and all will be chanting the same. It feels so nice from Heart and Mind. The Temple Architecture is really good. The God Idols and Paintings are awesome and Beautiful. The prasad what you get here is also yummy. You may also like to do some shopping like books, Beeds, Paintings, audios and videos.",5,POSITIVE,visit place bangalore hare rama hare krishna melody chanting feel nice heart mind temple architecture god idol painting awesome beautiful prasad yummy shopping book beeds painting audio video,2,1
2491,2491,5324,Trip Advisor,Sandy_Roadwarrior,7/5/2017,July,2017,Pleasant place,"Must visit place in Bangalore. You can spend at least 3 hours here. Has a very warm feel. If interested, you could buy some devotional books here as well",5,POSITIVE,visit place bangalore spend hour warm feel interested buy devotional book,0,4
2492,2492,4270,Trip Advisor,Deepesh N,2/14/2017,February,2017,divine place..,MUST VISIT PLACE IN BANGALORE... awesome temple... very divine... clean and well kept.. yummy food... lords prasad is very very yummy....,5,POSITIVE,visit place bangalore awesome temple divine clean yummy food lord prasad yummy,0,4
2493,2493,2532,Trip Advisor,ASB1582,1/14/2016,January,2016,Beautiful and serene place,Must visit place in Bengaluru. Peaceful. Fall in love with Krishna. Great food and prasadam. Nice and must attend Aarti,5,POSITIVE,visit place bengaluru peaceful fall love krishna great food prasadam nice attend aarti,2,2
2494,2494,681,Trip Advisor,Belur A,4/16/2014,April,2014,heavenly,Must visit place when you come to bangalore. The temple is so neat and clean. Its very silent and the folks are very nice and kind. Luved the decoration and the temple with great Idols of lords and they conduct traditional pujas. The Prasada is yummy so is the food at the food court.,5,POSITIVE,visit place bangalore temple neat clean silent folk nice kind luved decoration temple great idol lord conduct traditional pujas prasada yummy food food court,0,4
2495,2495,2980,Trip Advisor,Agilmon,6/14/2016,June,2016,Vist,Must visit place. Ambiance is very good. you will come out as a devotee of lord krishna. It will take more than an hour to see.,5,POSITIVE,visit place ambiance devotee lord krishna hour,2,2
2496,2496,3995,Trip Advisor,srirangarajan,1/4/2017,January,2017,Satisfying,"Must visit place. wonderful view of bangalore form the top. Don't miss the ""higher taste"" restaurant. Authentic satvic veg food",5,POSITIVE,visit place wonderful view bangalore form top miss higher taste restaurant authentic satvic veg food,0,4
2497,2497,4372,Trip Advisor,vjymtwn,3/3/2017,March,2017,Must visit,Must visit Temple in Bangalore. What a divine feeling is this temple. Also food available is good. Better to go empty stomach to taste various food,5,POSITIVE,visit temple bangalore divine feeling temple food available empty stomach taste food,0,4
2498,2498,2225,Trip Advisor,AsitRathod,8/16/2015,August,2015,?Holy place!!?,"Must visit this place when you are in banglore! I visited on Sunday and slightly more rush then the daily. And I am amazed when people are running one step with one shlok"" hare rama hare krishna""...good to be a part of it.. http://www.tripadvisor.in/ShowUserReviews-g297628-d325162-r299780214-ISKCON_Sri_Radha_Krishna_Chandra_Temple-Bengaluru_Bangalore_Karnataka.html#",5,POSITIVE,visit place banglore visited sunday slightly rush daily amazed running step shlok hare rama hare krishnagood part httpwwwtripadvisorinshowuserreviewsg297628d325162r299780214iskcon_sri_radha_krishna_chandra_templebengaluru_bangalore_karnatakahtml,1,1
2499,2499,4766,Trip Advisor,Papri B,4/26/2017,April,2017,Krishna temple,"Must visit to see the architecture of the building. Please visit over weekdays, weekend it's too crowded, do try the laddoos.",5,POSITIVE,visit architecture building visit weekday weekend crowded laddoos,0,4
2500,2500,2342,Trip Advisor,Ankur G,9/26/2015,September,2015,Divine but too much commercialize,"Must visit when you are in bangaluru. It closed between 12 to 4 pm, so visit accordingly. They have seprate line for VIP visitors for a nominal charge for fast visit.",4,MIXED,visit bangaluru closed pm visit seprate line vip visitor nominal charge fast visit,1,4
2501,2501,204,Google + HK HILL,Jaya Radhe Sham,12/3/2014,December,2014,,must visit! Awesome,5,POSITIVE,visit awesome,2,4
2502,2502,139,Google + HK HILL,tejal hiremath,3/14/2015,March,2015,,Must visit. Don't leave bangalore without visiting this place.,5,POSITIVE,visit leave bangalore visiting place,0,4
2503,2503,3510,Google + HK HILL,su jain,9/11/2016,September,2016,,Must visit.. Try the vip route if short of time.,5,POSITIVE,visit vip route short time,1,4
2504,2504,1097,Trip Advisor,VAggarwal1977,3/20/2015,March,2015,HARE KRSNA HARE KRSNA KRSNA KR,"Must visit...The sheer beauty of the dietys takes you to a different world..Just lose yourself in their mellowing eyes and forget ALL your worries, tensions and pains of this material world for ever. Do take the free prasaadam when returning and chant the Hare Krshna mahamantra with you for ever after...Hari Bol",5,POSITIVE,visitthe sheer beauty dietys take different worldjust lose mellowing eye forget worry tension pain material world free prasaadam returning chant hare krshna mahamantra afterhari,1,1
2505,2505,2859,Facebook,Prakash Prakash,8/15/2015,August,2015,,My All & All dreems in Hare krishna!,5,POSITIVE,dreems hare krishna,4,1
2506,2506,2363,Trip Advisor,Mukesh S,3/17/2016,March,2016,my best place,my best place to visit in bangalore....the silence ....n the sound of hare krisna hare rama will take you to heaven,5,POSITIVE,place visit bangalorethe silence n sound hare krisna hare rama heaven,2,1
2507,2507,2847,Facebook,Pra Prakasha Devanahalli,7/15/2015,July,2015,,My dreems all and all belssing too hare Krishna. Thank. You,4,POSITIVE,dreems belssing hare krishna,4,1
2508,2508,1850,Trip Advisor,Sinclair-QL,2/17/2015,February,2015,It worth a visit,"My experience about this temple: 1- No camera, no shoes. With the special entry I paid I left my camera in the security which they provide you a receipt to retrieve it later) 2- There is a special entry that you play about 1000Rupee. With this special entry you can walk through all levels easily with no line up. I recommend to pay the special entry, at each level your entrance will be much more easier and you get closer to the scene as well. At the end you get a few gifts from the temple. 3- Far from the Bangalore center. But if you are planning to go to the Orion mall then it is a good plan to visit this place and then go to the mall which is close to the temple. 4- I couldn't have a nice view to the façade because of some constructions was going on. So somehow I missed the nice view of the temple. 5- it is a culture place as well, like many other places in India. Also they provide free food to those in need. However at some point I felt it is like a shopping mall just to make money. 6- The whole path and the system to follow up going step by step to the top floor is interesting, but wasn't amazing for me. 7- They are well organized.",3,MIXED,experience temple camera shoe special entry paid left camera security provide receipt retrieve special entry play 1000rupee special entry walk level easily line recommend pay special entry level entrance easier closer scene end gift temple bangalore center planning orion mall plan visit place mall close temple nice view façade construction missed nice view temple culture place place india provide free food point felt shopping mall make money path system follow step step top floor interesting amazing organized,1,0
2509,2509,2869,Facebook,Akshay Km,9/3/2015,September,2015,,My favorite place in the world.. Awesome by each inch.. :-*,5,POSITIVE,favorite place world awesome inch,2,2
2510,2510,4059,Google + HK HILL,Shakti Datta Subudhi,1/15/2017,January,2017,,My favorite place..! Peaceful and most beautiful place. Shree radha krishna temple. Jay shri krishna.,5,POSITIVE,favorite place peaceful beautiful place shree radha krishna temple jay shri krishna,2,2
2511,2511,5577,Trip Advisor,Srini N,7/29/2017,July,2017,Beautiful temple. Commercialism on steroids,"My first visit to this temple...in fact any of the large ISKCON temples. The construction of the temple on the hill and the layout is absolutely amazing. However it is way too commercialized with the ""prasadam"" area selling more varieties of sweets, samosa and other stuff than any other temple I've ever visited. If you are after a quiet temple to sit and meditate/reflect then this is not your destination.",3,NEGATIVE,visit templein fact large iskcon temple construction temple hill layout absolutely amazing commercialized prasadam area selling variety sweet samosa stuff temple ive visited quiet temple sit meditatereflect destination,0,0
2512,2512,4944,Trip Advisor,Vasubhai,5/22/2017,May,2017,Evening,"My friend from the UK and I visited this marvelous temple ( it was one of the attractions - a must visit in his itinerary) earlier this month. He was so impressed with whatever he saw! He was just bowled over!! The Prasadam - he couldn't enjoy as it slipped out of his hand as he couldn't eat with hands!! No spoons!! He was not complaining!! We didn't find any easy exit- we had to go through the entire length of the pathway! Or was there Any easy exist, we wouldn't know! All in all it's a wonderful experience!",4,POSITIVE,friend uk visited marvelous temple attraction visit itinerary earlier month impressed bowled prasadam enjoy slipped hand eat hand spoon complaining find easy exit entire length pathway easy exist wonderful experience,1,4
2513,2513,3790,Trip Advisor,yyyasssh,12/3/2016,December,2016,Worship,My god I love Lord Krishna's temple because he is my soul god and ISKCON is super place for devotion for all people. I was very glad to see see many avatars of Lord Vishnu in this temple and I often visits this temple and it is good I mean really good,5,POSITIVE,god love lord krishna temple soul god iskcon super place devotion glad avatar lord vishnu temple visit temple,2,0
2514,2514,4454,Trip Advisor,peter19530917,3/14/2017,March,2017,A temple of Beauty and wonder,My trip to the temple was both awe inspiring and spiritually uplifting. The energy is electric and the beauty and architecture inside is so beautiful and the chanting and prayers soulful. The murthis are a work of art and i left feeling spiritually uplifted !,5,POSITIVE,trip temple awe inspiring spiritually uplifting energy electric beauty architecture inside beautiful chanting prayer soulful murthis work art left feeling spiritually uplifted,2,0
2515,2515,2600,Trip Advisor,nani g,2/22/2016,February,2016,One of the costly temples in India.,My visit to this temple was in the evening. There is very big queue at the entrance. Temple was very clean and well maintained. Even though there are some issues with the queues and shoe stand. The good thing is that I felt tradition and culture which was quite missing in many temples these days. The best thing is the golden arch inside the Krishna temple. It was awesome and must visit again. My suggestion is don't try to take pictures of the golden arch(You can't hold back) security will catch you anyway.,4,POSITIVE,visit temple evening big queue entrance temple clean maintained issue queue shoe stand felt tradition culture missing temple day golden arch inside krishna temple awesome visit suggestion picture golden archyou hold back security catch,1,0
2516,2516,3048,Trip Advisor,santoshgs,6/28/2016,June,2016,Well Kept,"My wife and I had our wedding here as well. Very clean and well kept environment. Good experience. Tip: If you're an ISKCON member, you can use your card to get a 20% discount on the stay and the wedding hall.",5,POSITIVE,wife wedding clean environment experience tip youre iskcon member card discount stay wedding hall,3,0
2517,2517,4361,Google + HK HILL,SreeHarsha S,3/1/2017,March,2017,,"My wife and I stayed overnight at Iskcon specifically to witness the early morning aarthi and abhishekam. The stay was wonderful, people were nice and the prasadam at the temple was delicious. The 4:15 a.m aarthi was out of the world. This was a great experience for us. We had a 4 month old baby with us also along and she too seem to enjoy the stay.",5,POSITIVE,wife stayed overnight iskcon specifically witness early morning aarthi abhishekam stay wonderful nice prasadam temple delicious aarthi world great experience month baby enjoy stay,1,3
2518,2518,203,Google + HK HILL,Katkam Sreekar,11/30/2013,November,2013,,Namo narayana,5,POSITIVE,namo narayana,0,0
2519,2519,2290,Trip Advisor,SUVJ,9/1/2015,September,2015,?Holy and divine place to visit?,Neat clean and very peaceful filled with all the divine thoughts as you enter to the premises of the temple. Well managed and cooperative staff are always there to help you out with any problem that you might be facing. Food is also hygienic and you can get everything inside there.,5,POSITIVE,neat clean peaceful filled divine thought enter premise temple managed cooperative staff problem facing food hygienic inside,1,0
2520,2520,4609,Trip Advisor,Gavish_dixit,4/10/2017,April,2017,A temple must visit once in every month or two,"Neat clean temple. Not very long waiting line. Should go from tile area where you can chant ""hare rama, hare krishna"". Below temple there is one shopping mall, but now they have given an option to skip it. Nice and cheap restaurant.",5,POSITIVE,neat clean temple long waiting line tile area chant hare rama hare krishna temple shopping mall option skip nice cheap restaurant,0,1
2521,2521,270,Trip Advisor,shivani21,5/16/2014,May,2014,peaceful and soulful,neat place to visit or worship.krishna moorti is looking so beautiful.everything is manged in temple. prasad is so tasty. at top we can see all city and feel very good. all premises is maintained by staff of mandir. i want to recommend all visitors of bangalore to visit this temple.,5,POSITIVE,neat place visit worshipkrishna moorti beautifuleverything manged temple prasad tasty top city feel premise maintained staff mandir recommend visitor bangalore visit temple,3,4
2522,2522,4262,Trip Advisor,Venkatesh B,2/14/2017,February,2017,Hare Krishna!,"Neat place. Crowded at times. Too crowded sometimes! But, a different type of a temple to visit. Super!",4,POSITIVE,neat place crowded time crowded different type temple visit super,2,4
